Region Code,Provider Code,Provider Name,Treatment Function Code,Treatment Function,Total number of incomplete pathways,Total within 18 weeks,% within 18 weeks,Average (median) waiting time (in weeks),92nd percentile waiting time (in weeks),Total 52 plus weeks,Total 78 plus weeks,Total 65 plus weeks,Year_Num,Month_Num,Source_File
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_170,Cardiothoracic Surgery Service,-,-,-,-,-,-,-,-,2023,8,RTT_2023_AUG
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_300,General Internal Medicine Service,-,-,-,-,-,-,-,-,2023,8,RTT_2023_AUG
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_301,Gastroenterology Service,"2,720","1,614",59.30%,13.8,40,7,-,-,2023,8,RTT_2023_AUG
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_320,Cardiology Service,"1,195",923,77.20%,9.1,25.7,2,-,-,2023,8,RTT_2023_AUG
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_330,Dermatology Service,"1,682","1,357",80.70%,7.7,25,4,-,1,2023,8,RTT_2023_AUG
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_340,Respiratory Medicine Service,930,740,79.60%,8.7,25,2,-,-,2023,8,RTT_2023_AUG
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_400,Neurology Service,"1,011",652,64.50%,13.6,29.9,-,-,-,2023,8,RTT_2023_AUG
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_410,Rheumatology Service,362,324,89.50%,9.5,18.8,-,-,-,2023,8,RTT_2023_AUG
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_430,Elderly Medicine Service,15,15,100.00%,-,-,-,-,-,2023,8,RTT_2023_AUG
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_502,Gynaecology Service,"1,753","1,169",66.70%,12.2,39.7,46,6,9,2023,8,RTT_2023_AUG
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,X02,Other - Medical Services,"4,084","2,646",64.80%,13.2,31.6,10,-,3,2023,8,RTT_2023_AUG
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,X03,Other - Mental Health Services,-,-,-,-,-,-,-,-,2023,8,RTT_2023_AUG
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,X04,Other - Paediatric Services,"1,066",596,55.90%,16,40.6,11,-,2,2023,8,RTT_2023_AUG
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,X05,Other - Surgical Services,"2,414","1,218",50.50%,17.8,45.4,90,1,20,2023,8,RTT_2023_AUG
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,X06,Other - Other Services,218,213,97.70%,6.3,15.3,-,-,-,2023,8,RTT_2023_AUG
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_100,General Surgery Service,"1,542",699,45.30%,19.6,45.2,71,1,12,2023,8,RTT_2023_AUG
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_101,Urology Service,"1,365",632,46.30%,20.4,43.9,34,-,1,2023,8,RTT_2023_AUG
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"4,155","1,714",41.30%,21.6,47.8,210,1,40,2023,8,RTT_2023_AUG
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,"3,755",526,14.00%,33.1,57.9,604,-,53,2023,8,RTT_2023_AUG
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_130,Ophthalmology Service,"1,403","1,004",71.60%,10.7,30.1,-,-,-,2023,8,RTT_2023_AUG
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_140,Oral Surgery Service,"1,226",923,75.30%,11.2,28.8,8,-,1,2023,8,RTT_2023_AUG
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_150,Neurosurgical Service,-,-,-,-,-,-,-,-,2023,8,RTT_2023_AUG
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,11,7,63.60%,-,-,1,-,-,2023,8,RTT_2023_AUG
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,-,-,-,-,-,-,-,-,2023,8,RTT_2023_AUG
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,49,46,93.90%,10.1,14.5,-,-,-,2023,8,RTT_2023_AUG
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_301,Gastroenterology Service,990,718,72.50%,8.8,33.6,5,-,-,2023,8,RTT_2023_AUG
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_320,Cardiology Service,"1,254",869,69.30%,12,30.5,7,-,-,2023,8,RTT_2023_AUG
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_330,Dermatology Service,722,676,93.60%,4.7,15.8,-,-,-,2023,8,RTT_2023_AUG
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,993,654,65.90%,12.1,40.4,37,-,6,2023,8,RTT_2023_AUG
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_400,Neurology Service,817,218,26.70%,28.8,49.4,58,-,19,2023,8,RTT_2023_AUG
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_410,Rheumatology Service,787,493,62.60%,14.1,59.3,100,-,19,2023,8,RTT_2023_AUG
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,328,216,65.90%,10.7,33.4,2,-,-,2023,8,RTT_2023_AUG
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_502,Gynaecology Service,"1,670","1,202",72.00%,11.7,32.7,3,-,-,2023,8,RTT_2023_AUG
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,X02,Other - Medical Services,"5,094","2,810",55.20%,14.8,47.2,234,-,16,2023,8,RTT_2023_AUG
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,X03,Other - Mental Health Services,-,-,-,-,-,-,-,-,2023,8,RTT_2023_AUG
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,X04,Other - Paediatric Services,725,495,68.30%,11.4,43.3,19,-,3,2023,8,RTT_2023_AUG
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,X05,Other - Surgical Services,"1,429",960,67.20%,11.2,36,22,-,-,2023,8,RTT_2023_AUG
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,X06,Other - Other Services,694,619,89.20%,7.3,20.6,-,-,-,2023,8,RTT_2023_AUG
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_100,General Surgery Service,-,-,-,-,-,-,-,-,2023,8,RTT_2023_AUG
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_101,Urology Service,-,-,-,-,-,-,-,-,2023,8,RTT_2023_AUG
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,-,-,-,-,-,-,-,-,2023,8,RTT_2023_AUG
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,-,-,-,-,-,-,-,-,2023,8,RTT_2023_AUG
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_130,Ophthalmology Service,-,-,-,-,-,-,-,-,2023,8,RTT_2023_AUG
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_140,Oral Surgery Service,-,-,-,-,-,-,-,-,2023,8,RTT_2023_AUG
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_150,Neurosurgical Service,-,-,-,-,-,-,-,-,2023,8,RTT_2023_AUG
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,-,-,-,-,-,-,-,-,2023,8,RTT_2023_AUG
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,-,-,-,-,-,-,-,-,2023,8,RTT_2023_AUG
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,-,-,-,-,-,-,-,-,2023,8,RTT_2023_AUG
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_301,Gastroenterology Service,-,-,-,-,-,-,-,-,2023,8,RTT_2023_AUG
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_320,Cardiology Service,-,-,-,-,-,-,-,-,2023,8,RTT_2023_AUG
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_330,Dermatology Service,-,-,-,-,-,-,-,-,2023,8,RTT_2023_AUG
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,-,-,-,-,-,-,-,-,2023,8,RTT_2023_AUG
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_400,Neurology Service,-,-,-,-,-,-,-,-,2023,8,RTT_2023_AUG
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_410,Rheumatology Service,-,-,-,-,-,-,-,-,2023,8,RTT_2023_AUG
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,169,169,100.00%,5.8,10.3,-,-,-,2023,8,RTT_2023_AUG
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_502,Gynaecology Service,-,-,-,-,-,-,-,-,2023,8,RTT_2023_AUG
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,X02,Other - Medical Services,-,-,-,-,-,-,-,-,2023,8,RTT_2023_AUG
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,X03,Other - Mental Health Services,-,-,-,-,-,-,-,-,2023,8,RTT_2023_AUG
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,X04,Other - Paediatric Services,"2,675","2,212",82.70%,9.4,27.9,63,9,26,2023,8,RTT_2023_AUG
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,X05,Other - Surgical Services,-,-,-,-,-,-,-,-,2023,8,RTT_2023_AUG
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,X06,Other - Other Services,-,-,-,-,-,-,-,-,2023,8,RTT_2023_AUG
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_100,General Surgery Service,"1,067",401,37.60%,21.8,40.6,2,-,-,2023,8,RTT_2023_AUG
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_101,Urology Service,"1,604","1,195",74.50%,10.7,28.8,3,-,-,2023,8,RTT_2023_AUG
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"2,295","1,015",44.20%,19.3,35.6,5,-,-,2023,8,RTT_2023_AUG
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,"3,945","2,687",68.10%,12.8,25.7,5,-,-,2023,8,RTT_2023_AUG
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_130,Ophthalmology Service,"4,419","3,473",78.60%,8.6,28,2,-,-,2023,8,RTT_2023_AUG
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_140,Oral Surgery Service,"1,127",900,79.90%,8.7,30.3,-,-,-,2023,8,RTT_2023_AUG
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_150,Neurosurgical Service,-,-,-,-,-,-,-,-,2023,8,RTT_2023_AUG
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,394,320,81.20%,8.2,26.2,4,-,-,2023,8,RTT_2023_AUG
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,-,-,-,-,-,-,-,-,2023,8,RTT_2023_AUG
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,805,273,33.90%,24.9,51.7,62,-,-,2023,8,RTT_2023_AUG
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_301,Gastroenterology Service,"1,498",769,51.30%,17.6,32.9,4,-,-,2023,8,RTT_2023_AUG
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_320,Cardiology Service,838,696,83.10%,7.4,30.5,-,-,-,2023,8,RTT_2023_AUG
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_330,Dermatology Service,"4,470","2,249",50.30%,17.9,46.1,36,-,-,2023,8,RTT_2023_AUG
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,"1,121",686,61.20%,14.8,31.4,-,-,-,2023,8,RTT_2023_AUG
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_400,Neurology Service,"1,071",837,78.20%,10.2,23.6,-,-,-,2023,8,RTT_2023_AUG
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_410,Rheumatology Service,636,455,71.50%,14.4,23.3,-,-,-,2023,8,RTT_2023_AUG
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,16,16,100.00%,-,-,-,-,-,2023,8,RTT_2023_AUG
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_502,Gynaecology Service,"3,735","2,515",67.30%,12.1,31.9,9,-,1,2023,8,RTT_2023_AUG
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,X02,Other - Medical Services,734,661,90.10%,5.8,19.9,-,-,-,2023,8,RTT_2023_AUG
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,X03,Other - Mental Health Services,-,-,-,-,-,-,-,-,2023,8,RTT_2023_AUG
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,X04,Other - Paediatric Services,"1,996","1,196",59.90%,15,43.7,16,-,-,2023,8,RTT_2023_AUG
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,X05,Other - Surgical Services,"5,210","3,166",60.80%,14.1,33.2,6,-,2,2023,8,RTT_2023_AUG
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,X06,Other - Other Services,36,16,44.40%,20.5,48.1,-,-,-,2023,8,RTT_2023_AUG
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_100,General Surgery Service,"4,272","2,773",64.90%,12.2,38.3,84,-,8,2023,8,RTT_2023_AUG
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_101,Urology Service,"4,762","2,800",58.80%,14,38,62,-,8,2023,8,RTT_2023_AUG
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_110,Trauma and Orthopaedic Service,"3,715","2,462",66.30%,11.9,38.1,56,-,3,2023,8,RTT_2023_AUG
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_120,Ear Nose and Throat Service,"3,941","2,817",71.50%,10.4,33.3,38,-,3,2023,8,RTT_2023_AUG
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_130,Ophthalmology Service,"3,582","3,382",94.40%,5.8,16.3,-,-,-,2023,8,RTT_2023_AUG
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_140,Oral Surgery Service,"2,164","1,270",58.70%,14.3,42.9,47,-,7,2023,8,RTT_2023_AUG
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_150,Neurosurgical Service,"3,669","1,763",48.10%,18.7,57.6,505,-,58,2023,8,RTT_2023_AUG
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_160,Plastic Surgery Service,-,-,-,-,-,-,-,-,2023,8,RTT_2023_AUG
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_170,Cardiothoracic Surgery Service,-,-,-,-,-,-,-,-,2023,8,RTT_2023_AUG
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_300,General Internal Medicine Service,4,4,100.00%,-,-,-,-,-,2023,8,RTT_2023_AUG
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_301,Gastroenterology Service,"1,153","1,096",95.10%,5.8,15.5,-,-,-,2023,8,RTT_2023_AUG
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_320,Cardiology Service,"2,767","1,951",70.50%,10.9,29.2,4,-,-,2023,8,RTT_2023_AUG
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_330,Dermatology Service,"2,529","1,703",67.30%,10.2,38,74,-,1,2023,8,RTT_2023_AUG
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_340,Respiratory Medicine Service,"2,499","1,707",68.30%,11,31.1,5,-,-,2023,8,RTT_2023_AUG
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_400,Neurology Service,"4,742","1,866",39.40%,23.5,49.8,277,-,8,2023,8,RTT_2023_AUG
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_410,Rheumatology Service,"2,678","1,029",38.40%,23.8,46.6,98,-,12,2023,8,RTT_2023_AUG
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_430,Elderly Medicine Service,173,151,87.30%,8.3,21.4,-,-,-,2023,8,RTT_2023_AUG
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_502,Gynaecology Service,"6,853","3,585",52.30%,16.8,41.5,132,1,17,2023,8,RTT_2023_AUG
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",X02,Other - Medical Services,"8,273","5,528",66.80%,12.3,29.4,26,-,6,2023,8,RTT_2023_AUG
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",X03,Other - Mental Health Services,-,-,-,-,-,-,-,-,2023,8,RTT_2023_AUG
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",X04,Other - Paediatric Services,514,267,51.90%,17.4,33.4,4,-,1,2023,8,RTT_2023_AUG
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",X05,Other - Surgical Services,"3,214","2,173",67.60%,11.7,31.8,27,-,3,2023,8,RTT_2023_AUG
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",X06,Other - Other Services,584,423,72.40%,9.5,40.1,27,-,7,2023,8,RTT_2023_AUG
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_100,General Surgery Service,817,399,48.80%,19,53.9,74,-,15,2023,8,RTT_2023_AUG
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_101,Urology Service,"4,676","2,746",58.70%,14.9,45.1,173,3,49,2023,8,RTT_2023_AUG
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"5,252","2,140",40.70%,22.7,53.7,466,35,185,2023,8,RTT_2023_AUG
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,"8,886","4,322",48.60%,18.5,43.9,278,5,67,2023,8,RTT_2023_AUG
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_130,Ophthalmology Service,"3,156","2,315",73.40%,9,36,54,1,12,2023,8,RTT_2023_AUG
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_140,Oral Surgery Service,"6,812","4,550",66.80%,11.4,32,10,-,3,2023,8,RTT_2023_AUG
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_150,Neurosurgical Service,-,-,-,-,-,-,-,-,2023,8,RTT_2023_AUG
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,"3,063","1,637",53.40%,16.3,48.1,186,9,58,2023,8,RTT_2023_AUG
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,985,617,62.60%,13.1,40.9,20,1,2,2023,8,RTT_2023_AUG
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,597,359,60.10%,14.7,43.4,-,-,-,2023,8,RTT_2023_AUG
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_301,Gastroenterology Service,842,735,87.30%,7.3,25.9,6,-,-,2023,8,RTT_2023_AUG
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_320,Cardiology Service,"6,299","3,836",60.90%,14.4,33.5,23,1,1,2023,8,RTT_2023_AUG
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_330,Dermatology Service,"5,950","4,233",71.10%,11.4,36.5,92,2,19,2023,8,RTT_2023_AUG
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,"2,488","1,813",72.90%,11.6,29.5,4,-,-,2023,8,RTT_2023_AUG
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_400,Neurology Service,"2,329","1,418",60.90%,12.9,41.6,24,-,3,2023,8,RTT_2023_AUG
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_410,Rheumatology Service,867,713,82.20%,9,26.4,11,-,8,2023,8,RTT_2023_AUG
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,587,531,90.50%,5.1,18.5,-,-,-,2023,8,RTT_2023_AUG
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_502,Gynaecology Service,"4,448","2,371",53.30%,16.2,43.6,96,3,18,2023,8,RTT_2023_AUG
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,X02,Other - Medical Services,"17,614","12,756",72.40%,10.1,36.2,318,-,32,2023,8,RTT_2023_AUG
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,X03,Other - Mental Health Services,-,-,-,-,-,-,-,-,2023,8,RTT_2023_AUG
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,X04,Other - Paediatric Services,"13,431","8,348",62.20%,13.2,40.8,406,3,95,2023,8,RTT_2023_AUG
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,X05,Other - Surgical Services,"10,248","6,496",63.40%,12.1,42.4,364,1,80,2023,8,RTT_2023_AUG
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,X06,Other - Other Services,"6,208","5,025",80.90%,8.1,27,16,-,5,2023,8,RTT_2023_AUG
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_100,General Surgery Service,"10,792","5,537",51.30%,17.1,56.6,"1,151",76,404,2023,8,RTT_2023_AUG
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_101,Urology Service,"2,204","1,385",62.80%,12.5,38.9,31,-,8,2023,8,RTT_2023_AUG
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_110,Trauma and Orthopaedic Service,"6,353","3,472",54.70%,15.9,50.9,450,15,149,2023,8,RTT_2023_AUG
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_120,Ear Nose and Throat Service,"14,600","6,302",43.20%,21.2,54.4,"1,300",113,562,2023,8,RTT_2023_AUG
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_130,Ophthalmology Service,-,-,-,-,-,-,-,-,2023,8,RTT_2023_AUG
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_140,Oral Surgery Service,-,-,-,-,-,-,-,-,2023,8,RTT_2023_AUG
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_150,Neurosurgical Service,-,-,-,-,-,-,-,-,2023,8,RTT_2023_AUG
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_160,Plastic Surgery Service,16,8,50.00%,-,-,-,-,-,2023,8,RTT_2023_AUG
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_170,Cardiothoracic Surgery Service,-,-,-,-,-,-,-,-,2023,8,RTT_2023_AUG
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_300,General Internal Medicine Service,937,445,47.50%,24,62.7,148,-,56,2023,8,RTT_2023_AUG
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_301,Gastroenterology Service,"4,233","2,392",56.50%,15.2,43.8,175,-,19,2023,8,RTT_2023_AUG
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_320,Cardiology Service,"3,441","1,951",56.70%,15.5,49.7,220,1,76,2023,8,RTT_2023_AUG
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_330,Dermatology Service,"3,945","3,044",77.20%,8.6,37.3,53,-,6,2023,8,RTT_2023_AUG
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_340,Respiratory Medicine Service,"2,327","1,528",65.70%,12.7,35.9,41,-,3,2023,8,RTT_2023_AUG
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_400,Neurology Service,"3,941","1,980",50.20%,17.8,46.8,209,-,49,2023,8,RTT_2023_AUG
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_410,Rheumatology Service,948,840,88.60%,6.2,23.5,5,-,-,2023,8,RTT_2023_AUG
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_430,Elderly Medicine Service,174,174,100.00%,7.1,15.4,-,-,-,2023,8,RTT_2023_AUG
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_502,Gynaecology Service,"7,182","4,495",62.60%,13.5,45.2,365,14,132,2023,8,RTT_2023_AUG
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,X02,Other - Medical Services,"2,294","1,889",82.30%,8.9,26.7,16,1,6,2023,8,RTT_2023_AUG
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,X03,Other - Mental Health Services,-,-,-,-,-,-,-,-,2023,8,RTT_2023_AUG
