Region Code,Provider Code,Provider Name,Treatment Function Code,Treatment Function,Total number of incomplete pathways,Total within 18 weeks,% within 18 weeks,Average (median) waiting time (in weeks),92nd percentile waiting time (in weeks),Total 52 plus weeks,Year_Num,Month_Num,Source_File
Y61,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,X06,Other - Other Services,"1,278",919,71.90%,7.9,38.7,73,2021,5,RTT_2021_MAY
Y61,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,C_100,General Surgery Service,"2,550","1,650",64.70%,11.6,46.6,171,2021,5,RTT_2021_MAY
Y61,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,C_101,Urology Service,"3,154","2,229",70.70%,9.5,45.4,193,2021,5,RTT_2021_MAY
Y61,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"3,483","1,589",45.60%,21.7,83.9,817,2021,5,RTT_2021_MAY
Y61,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,"4,052","2,146",53.00%,16.4,39,90,2021,5,RTT_2021_MAY
Y61,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,C_130,Ophthalmology Service,"7,380","4,200",56.90%,15.1,63.8,807,2021,5,RTT_2021_MAY
Y61,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,C_140,Oral Surgery Service,"3,787","2,385",63.00%,13.2,49.1,282,2021,5,RTT_2021_MAY
Y61,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,C_150,Neurosurgical Service, -   , -   , -   ,-,-,0,2021,5,RTT_2021_MAY
Y61,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,833,553,66.40%,10.2,52.7,68,2021,5,RTT_2021_MAY
Y61,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service, -   , -   , -   ,-,-,0,2021,5,RTT_2021_MAY
Y61,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,982,921,93.80%,5.7,15.6,2,2021,5,RTT_2021_MAY
Y61,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,C_301,Gastroenterology Service,"2,872","2,017",70.20%,10.4,29.8,16,2021,5,RTT_2021_MAY
Y61,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,C_320,Cardiology Service,"3,561","2,670",75.00%,9.7,27.2,14,2021,5,RTT_2021_MAY
Y61,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,C_330,Dermatology Service,"2,451","2,192",89.40%,6.5,20.6,6,2021,5,RTT_2021_MAY
Y61,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,"1,890","1,533",81.10%,7.5,25.9,1,2021,5,RTT_2021_MAY
Y61,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,C_400,Neurology Service,"1,667","1,502",90.10%,7.5,19.9,1,2021,5,RTT_2021_MAY
Y61,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,C_410,Rheumatology Service,749,692,92.40%,4.8,16.6,0,2021,5,RTT_2021_MAY
Y61,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,133,128,96.20%,3.4,11.1,0,2021,5,RTT_2021_MAY
Y61,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,C_502,Gynaecology Service,"4,253","3,433",80.70%,8.2,27,17,2021,5,RTT_2021_MAY
Y61,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,X02,Other - Medical Services,"1,636","1,491",91.10%,5.3,18.8,2,2021,5,RTT_2021_MAY
Y61,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,X03,Other - Mental Health Services, -   , -   , -   ,-,-,0,2021,5,RTT_2021_MAY
Y61,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,X04,Other - Paediatric Services,"2,353","1,985",84.40%,6.5,26.5,40,2021,5,RTT_2021_MAY
Y61,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,X05,Other - Surgical Services,"5,115","3,423",66.90%,11.5,42.4,273,2021,5,RTT_2021_MAY
Y61,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,X06,Other - Other Services,934,890,95.30%,5.5,16,3,2021,5,RTT_2021_MAY
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",C_100,General Surgery Service,"1,312",650,49.50%,18.4,67.2,190,2021,5,RTT_2021_MAY
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",C_101,Urology Service, -   , -   , -   ,-,-,0,2021,5,RTT_2021_MAY
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",C_110,Trauma and Orthopaedic Service,"2,427","1,226",50.50%,17.6,69.9,369,2021,5,RTT_2021_MAY
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",C_120,Ear Nose and Throat Service,"1,821","1,112",61.10%,12.9,46.6,135,2021,5,RTT_2021_MAY
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",C_130,Ophthalmology Service,"2,052","1,319",64.30%,12,37.9,58,2021,5,RTT_2021_MAY
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",C_140,Oral Surgery Service,479,234,48.90%,20.4,79.1,130,2021,5,RTT_2021_MAY
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",C_150,Neurosurgical Service, -   , -   , -   ,-,-,0,2021,5,RTT_2021_MAY
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",C_160,Plastic Surgery Service,48,34,70.80%,6.2,65.6,6,2021,5,RTT_2021_MAY
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",C_170,Cardiothoracic Surgery Service,2,2,100.00%,-,-,0,2021,5,RTT_2021_MAY
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",C_300,General Internal Medicine Service,119,102,85.70%,4.6,24.9,0,2021,5,RTT_2021_MAY
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",C_301,Gastroenterology Service,828,686,82.90%,9,22.1,1,2021,5,RTT_2021_MAY
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",C_320,Cardiology Service,"1,370",952,69.50%,12.1,33.1,0,2021,5,RTT_2021_MAY
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",C_330,Dermatology Service,"1,433","1,010",70.50%,10.2,29.3,0,2021,5,RTT_2021_MAY
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",C_340,Respiratory Medicine Service,346,290,83.80%,7.3,21.5,0,2021,5,RTT_2021_MAY
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",C_400,Neurology Service,605,453,74.90%,10.2,26.8,0,2021,5,RTT_2021_MAY
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",C_410,Rheumatology Service,95,95,100.00%,1.9,4.6,0,2021,5,RTT_2021_MAY
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",C_430,Elderly Medicine Service,53,50,94.30%,4.4,15.8,0,2021,5,RTT_2021_MAY
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",C_502,Gynaecology Service,"1,414",830,58.70%,13.7,71.5,217,2021,5,RTT_2021_MAY
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",X02,Other - Medical Services,719,669,93.00%,5.6,17.5,0,2021,5,RTT_2021_MAY
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",X03,Other - Mental Health Services, -   , -   , -   ,-,-,0,2021,5,RTT_2021_MAY
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",X04,Other - Paediatric Services,317,276,87.10%,5.5,22.5,1,2021,5,RTT_2021_MAY
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",X05,Other - Surgical Services,"1,355",862,63.60%,10.8,45.2,30,2021,5,RTT_2021_MAY
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",X06,Other - Other Services,55,42,76.40%,6.8,58.6,5,2021,5,RTT_2021_MAY
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_100,General Surgery Service,595,,,10.2,,0,2021,5,RTT_2021_MAY
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_101,Urology Service,"1,731",,,13.8,,65,2021,5,RTT_2021_MAY
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"2,330",,,14.8,,73,2021,5,RTT_2021_MAY
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,"2,580",,,18.2,,176,2021,5,RTT_2021_MAY
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_130,Ophthalmology Service,"4,299",,,14,,122,2021,5,RTT_2021_MAY
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_140,Oral Surgery Service,913,,,10.2,,5,2021,5,RTT_2021_MAY
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_150,Neurosurgical Service, -   ,,,-,,0,2021,5,RTT_2021_MAY
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_160,Plastic Surgery Service, -   ,,,-,,0,2021,5,RTT_2021_MAY
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service, -   ,,,-,,0,2021,5,RTT_2021_MAY
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,736,,,12.5,,58,2021,5,RTT_2021_MAY
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_301,Gastroenterology Service,935,,,7.3,,0,2021,5,RTT_2021_MAY
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_320,Cardiology Service,702,,,10.4,,0,2021,5,RTT_2021_MAY
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_330,Dermatology Service,728,,,3.8,,0,2021,5,RTT_2021_MAY
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,434,,,6.6,,1,2021,5,RTT_2021_MAY
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_400,Neurology Service,592,,,7.1,,3,2021,5,RTT_2021_MAY
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_410,Rheumatology Service,769,,,12.2,,1,2021,5,RTT_2021_MAY
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,1,,,-,,0,2021,5,RTT_2021_MAY
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_502,Gynaecology Service,"1,459",,,14.7,,7,2021,5,RTT_2021_MAY
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,X02,Other - Medical Services,"2,669",,,13.3,,4,2021,5,RTT_2021_MAY
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,X03,Other - Mental Health Services, -   ,,,-,,0,2021,5,RTT_2021_MAY
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,X04,Other - Paediatric Services,1,,,-,,0,2021,5,RTT_2021_MAY
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,X05,Other - Surgical Services,"1,281",,,9.3,,3,2021,5,RTT_2021_MAY
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,X06,Other - Other Services,44,,,29.5,,0,2021,5,RTT_2021_MAY
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,C_100,General Surgery Service,"9,347","5,473",58.60%,12.6,53.3,827,2021,5,RTT_2021_MAY
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,C_101,Urology Service,"3,124","2,152",68.90%,9.7,40.9,146,2021,5,RTT_2021_MAY
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"8,069","3,860",47.80%,19.2,58.3,904,2021,5,RTT_2021_MAY
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,"5,697","3,498",61.40%,13.1,32.6,21,2021,5,RTT_2021_MAY
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,C_130,Ophthalmology Service,"5,620","4,351",77.40%,7.7,29,1,2021,5,RTT_2021_MAY
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,C_140,Oral Surgery Service,"2,204","1,447",65.70%,11.2,36.9,65,2021,5,RTT_2021_MAY
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,C_150,Neurosurgical Service, -   , -   , -   ,-,-,0,2021,5,RTT_2021_MAY
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,257,164,63.80%,9.6,41.5,4,2021,5,RTT_2021_MAY
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,1,1,100.00%,-,-,0,2021,5,RTT_2021_MAY
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,260,238,91.50%,5,18.4,4,2021,5,RTT_2021_MAY
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,C_301,Gastroenterology Service,"2,825","1,870",66.20%,11.6,39.2,88,2021,5,RTT_2021_MAY
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,C_320,Cardiology Service,"1,876","1,786",95.20%,5.9,15.8,1,2021,5,RTT_2021_MAY
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,C_330,Dermatology Service,"4,058","3,162",77.90%,7.3,29.8,4,2021,5,RTT_2021_MAY
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,"1,094",727,66.50%,9.8,32,0,2021,5,RTT_2021_MAY
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,C_400,Neurology Service,"1,480","1,322",89.30%,6.6,20,2,2021,5,RTT_2021_MAY
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,C_410,Rheumatology Service,"1,445",853,59.00%,13.4,33.5,6,2021,5,RTT_2021_MAY
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,144,129,89.60%,3.5,23.5,0,2021,5,RTT_2021_MAY
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,C_502,Gynaecology Service,"4,970","2,843",57.20%,14.3,47.6,316,2021,5,RTT_2021_MAY
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,X02,Other - Medical Services,"3,504","2,587",73.80%,7.6,47.6,247,2021,5,RTT_2021_MAY
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,X03,Other - Mental Health Services, -   , -   , -   ,-,-,0,2021,5,RTT_2021_MAY
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,X04,Other - Paediatric Services,"1,095","1,067",97.40%,6.2,15.3,0,2021,5,RTT_2021_MAY
