Region Code,Provider Code,Provider Name,Treatment Function Code,Treatment Function,Total number of incomplete pathways,Total within 18 weeks,% within 18 weeks,Average (median) waiting time (in weeks),92nd percentile waiting time (in weeks),Total 52 plus weeks,Year_Num,Month_Num,Source_File
Y59,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,C_330,Dermatology Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,52,52,100.00%,5.5,10.9,0,2021,12,RTT_2021_DEC
Y59,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,C_400,Neurology Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,C_410,Rheumatology Service,113,107,94.70%,8.8,16,0,2021,12,RTT_2021_DEC
Y59,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,3,3,100.00%,-,-,0,2021,12,RTT_2021_DEC
Y59,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,C_502,Gynaecology Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,X02,Other - Medical Services,169,164,97.00%,5.2,16.4,0,2021,12,RTT_2021_DEC
Y59,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,X03,Other - Mental Health Services, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,X04,Other - Paediatric Services,13,13,100.00%,-,-,0,2021,12,RTT_2021_DEC
Y59,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,X05,Other - Surgical Services,84,82,97.60%,5.4,12.1,0,2021,12,RTT_2021_DEC
Y59,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,X06,Other - Other Services, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,C_100,General Surgery Service,"4,332","3,245",74.90%,11.2,27.4,1,2021,12,RTT_2021_DEC
Y59,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,C_101,Urology Service,"3,191","1,966",61.60%,13.9,34.4,1,2021,12,RTT_2021_DEC
Y59,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,C_110,Trauma and Orthopaedic Service,"3,489","2,428",69.60%,12.4,31.4,0,2021,12,RTT_2021_DEC
Y59,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,C_120,Ear Nose and Throat Service,"3,981","2,414",60.60%,13.8,34,1,2021,12,RTT_2021_DEC
Y59,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,C_130,Ophthalmology Service,"8,550","5,570",65.10%,13.2,29.4,0,2021,12,RTT_2021_DEC
Y59,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,C_140,Oral Surgery Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,C_150,Neurosurgical Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,C_160,Plastic Surgery Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,C_170,Cardiothoracic Surgery Service,14,14,100.00%,-,-,0,2021,12,RTT_2021_DEC
Y59,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,C_300,General Internal Medicine Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,C_301,Gastroenterology Service,"2,106","1,511",71.70%,12.3,26.4,0,2021,12,RTT_2021_DEC
Y59,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,C_320,Cardiology Service,"1,338","1,145",85.60%,8.5,20.9,0,2021,12,RTT_2021_DEC
Y59,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,C_330,Dermatology Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,C_340,Respiratory Medicine Service,721,683,94.70%,8,16.9,0,2021,12,RTT_2021_DEC
Y59,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,C_400,Neurology Service,"1,259","1,021",81.10%,9.8,21.8,0,2021,12,RTT_2021_DEC
Y59,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,C_410,Rheumatology Service,803,749,93.30%,7.8,16.7,0,2021,12,RTT_2021_DEC
Y59,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,C_430,Elderly Medicine Service,96,96,100.00%,7.3,14.1,0,2021,12,RTT_2021_DEC
Y59,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,C_502,Gynaecology Service,"3,960","2,586",65.30%,12.9,29.6,0,2021,12,RTT_2021_DEC
Y59,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,X02,Other - Medical Services,"3,635","3,268",89.90%,7.9,19.5,0,2021,12,RTT_2021_DEC
Y59,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,X03,Other - Mental Health Services, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,X04,Other - Paediatric Services,680,486,71.50%,11.8,28.6,1,2021,12,RTT_2021_DEC
Y59,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,X05,Other - Surgical Services,840,763,90.80%,5.7,19,0,2021,12,RTT_2021_DEC
Y59,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,X06,Other - Other Services, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,C_100,General Surgery Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,C_101,Urology Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,C_130,Ophthalmology Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,C_140,Oral Surgery Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,C_150,Neurosurgical Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,C_160,Plastic Surgery Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,C_300,General Internal Medicine Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,C_301,Gastroenterology Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,C_320,Cardiology Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,C_330,Dermatology Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,C_400,Neurology Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,C_410,Rheumatology Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,C_430,Elderly Medicine Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,C_502,Gynaecology Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,X02,Other - Medical Services,5,5,100.00%,-,-,0,2021,12,RTT_2021_DEC
Y59,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,X03,Other - Mental Health Services, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,X04,Other - Paediatric Services,269,269,100.00%,6.1,11.9,0,2021,12,RTT_2021_DEC
Y59,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,X05,Other - Surgical Services, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,X06,Other - Other Services, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,C_100,General Surgery Service,"4,927","3,013",61.20%,14.6,31.1,13,2021,12,RTT_2021_DEC
Y59,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,C_101,Urology Service,"3,054","1,929",63.20%,13.1,33.7,7,2021,12,RTT_2021_DEC
Y59,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,C_110,Trauma and Orthopaedic Service,"1,500","1,052",70.10%,12.8,31.6,4,2021,12,RTT_2021_DEC
Y59,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,C_120,Ear Nose and Throat Service,"4,383","2,490",56.80%,14.5,37.1,26,2021,12,RTT_2021_DEC
Y59,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,C_130,Ophthalmology Service,"5,475","3,776",69.00%,11.8,27.8,1,2021,12,RTT_2021_DEC
Y59,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,C_140,Oral Surgery Service,"1,356","1,072",79.10%,9.3,32.9,2,2021,12,RTT_2021_DEC
Y59,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,C_150,Neurosurgical Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,C_160,Plastic Surgery Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,C_170,Cardiothoracic Surgery Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,C_300,General Internal Medicine Service,1,1,100.00%,-,-,0,2021,12,RTT_2021_DEC
Y59,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,C_301,Gastroenterology Service,"3,317","2,314",69.80%,12.7,28.2,7,2021,12,RTT_2021_DEC
Y59,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,C_320,Cardiology Service,"1,566","1,246",79.60%,8.5,25,1,2021,12,RTT_2021_DEC
Y59,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,C_330,Dermatology Service,438,429,97.90%,4.6,12.5,0,2021,12,RTT_2021_DEC
Y59,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,C_340,Respiratory Medicine Service,"1,378",794,57.60%,14.3,38.6,5,2021,12,RTT_2021_DEC
Y59,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,C_400,Neurology Service,"1,297","1,247",96.10%,8.6,16.4,0,2021,12,RTT_2021_DEC
Y59,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,C_410,Rheumatology Service,397,367,92.40%,9.7,17.8,0,2021,12,RTT_2021_DEC
Y59,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,C_430,Elderly Medicine Service,84,84,100.00%,6.6,16.2,0,2021,12,RTT_2021_DEC
Y59,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,C_502,Gynaecology Service,"3,278","2,326",71.00%,11.9,27.7,2,2021,12,RTT_2021_DEC
Y59,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,X02,Other - Medical Services,"2,361","2,187",92.60%,7.2,17.4,0,2021,12,RTT_2021_DEC
Y59,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,X03,Other - Mental Health Services, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,X04,Other - Paediatric Services,297,183,61.60%,14.5,31.1,0,2021,12,RTT_2021_DEC
Y59,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,X05,Other - Surgical Services,"1,585","1,464",92.40%,6.7,17.6,0,2021,12,RTT_2021_DEC
Y59,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,X06,Other - Other Services,719,648,90.10%,8.9,20.4,0,2021,12,RTT_2021_DEC
Y59,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,C_100,General Surgery Service,"2,345","1,037",44.20%,23,61.5,369,2021,12,RTT_2021_DEC
Y59,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,C_101,Urology Service,"2,668","1,054",39.50%,25.3,67.8,571,2021,12,RTT_2021_DEC
Y59,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,C_110,Trauma and Orthopaedic Service,"4,392","1,480",33.70%,27.5,78.6,"1,141",2021,12,RTT_2021_DEC
Y59,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,C_120,Ear Nose and Throat Service,"5,074","1,615",31.80%,30.1,83.6,"1,291",2021,12,RTT_2021_DEC
Y59,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,C_130,Ophthalmology Service,"5,434","2,884",53.10%,16.9,62.9,655,2021,12,RTT_2021_DEC
Y59,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,C_140,Oral Surgery Service,728,521,71.60%,9.6,46.9,48,2021,12,RTT_2021_DEC
Y59,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,C_150,Neurosurgical Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,C_160,Plastic Surgery Service,"1,569",721,46.00%,20.5,75.1,275,2021,12,RTT_2021_DEC
Y59,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,C_170,Cardiothoracic Surgery Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,C_300,General Internal Medicine Service,1, -   , -   ,-,-,0,2021,12,RTT_2021_DEC
Y59,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,C_301,Gastroenterology Service,"2,024","1,328",65.60%,10,38,8,2021,12,RTT_2021_DEC
Y59,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,C_320,Cardiology Service,732,653,89.20%,7.4,20.6,0,2021,12,RTT_2021_DEC
Y59,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,C_330,Dermatology Service,"1,331",497,37.30%,24.9,39.3,14,2021,12,RTT_2021_DEC
Y59,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,C_340,Respiratory Medicine Service,747,296,39.60%,21.9,41.5,0,2021,12,RTT_2021_DEC
Y59,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,C_400,Neurology Service,"1,033",307,29.70%,23.7,33,0,2021,12,RTT_2021_DEC
Y59,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,C_410,Rheumatology Service,309,223,72.20%,9.1,29.7,4,2021,12,RTT_2021_DEC
Y59,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,C_430,Elderly Medicine Service,98,97,99.00%,3.2,11.4,0,2021,12,RTT_2021_DEC
Y59,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,C_502,Gynaecology Service,"3,530","1,734",49.10%,18.7,62.1,462,2021,12,RTT_2021_DEC
Y59,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,X02,Other - Medical Services,"3,618","1,999",55.30%,15.6,41.4,71,2021,12,RTT_2021_DEC
Y59,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,X03,Other - Mental Health Services, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,X04,Other - Paediatric Services,586,296,50.50%,17.7,53,49,2021,12,RTT_2021_DEC
Y59,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,X05,Other - Surgical Services,"1,425",699,49.10%,18.8,66.4,242,2021,12,RTT_2021_DEC
Y59,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,X06,Other - Other Services,347,316,91.10%,8.1,20.6,2,2021,12,RTT_2021_DEC
Y59,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,C_100,General Surgery Service,"1,903",928,48.80%,18.5,58.6,208,2021,12,RTT_2021_DEC
Y59,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,C_101,Urology Service,"6,720","3,505",52.20%,16.7,57,700,2021,12,RTT_2021_DEC
Y59,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"6,175","2,654",43.00%,22.2,60.9,829,2021,12,RTT_2021_DEC
Y59,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,"5,400","3,336",61.80%,13.1,46.4,306,2021,12,RTT_2021_DEC
Y59,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,C_130,Ophthalmology Service,"13,975","7,262",52.00%,16.8,45.4,592,2021,12,RTT_2021_DEC
Y59,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,C_140,Oral Surgery Service,"4,565","2,703",59.20%,14.3,49.3,329,2021,12,RTT_2021_DEC
Y59,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,C_150,Neurosurgical Service,920,332,36.10%,27.1,69.7,160,2021,12,RTT_2021_DEC
Y59,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,51,31,60.80%,12,35,0,2021,12,RTT_2021_DEC
Y59,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,172,117,68.00%,12.8,43.6,10,2021,12,RTT_2021_DEC
Y59,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,121,89,73.60%,9,46.2,5,2021,12,RTT_2021_DEC
Y59,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,C_301,Gastroenterology Service,"6,371","3,039",47.70%,19.5,58.2,779,2021,12,RTT_2021_DEC
Y59,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,C_320,Cardiology Service,"6,398","4,450",69.60%,12,28.8,32,2021,12,RTT_2021_DEC
Y59,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,C_330,Dermatology Service,"5,247","3,579",68.20%,11.9,27.6,4,2021,12,RTT_2021_DEC
Y59,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,"2,230","1,533",68.70%,11.6,33.1,11,2021,12,RTT_2021_DEC
Y59,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,C_400,Neurology Service,"4,744","2,210",46.60%,19.9,42.9,127,2021,12,RTT_2021_DEC
Y59,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,C_410,Rheumatology Service,"1,397",682,48.80%,19.1,35.5,9,2021,12,RTT_2021_DEC
Y59,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,178,132,74.20%,8.6,28.6,2,2021,12,RTT_2021_DEC
Y59,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,C_502,Gynaecology Service,"10,010","4,889",48.80%,18.7,59.9,"1,170",2021,12,RTT_2021_DEC
Y59,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,X02,Other - Medical Services,"5,071","3,482",68.70%,11.7,31,36,2021,12,RTT_2021_DEC
Y59,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,X03,Other - Mental Health Services, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,X04,Other - Paediatric Services,"6,541","4,349",66.50%,12.1,32.9,47,2021,12,RTT_2021_DEC
Y59,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,X05,Other - Surgical Services,"14,102","7,329",52.00%,16.6,58.1,"1,539",2021,12,RTT_2021_DEC
Y59,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,X06,Other - Other Services,"2,196","1,442",65.70%,12.1,44.4,135,2021,12,RTT_2021_DEC
Y59,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,C_100,General Surgery Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,C_101,Urology Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"2,903","2,903",100.00%,6.2,11.4,0,2021,12,RTT_2021_DEC
Y59,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,C_130,Ophthalmology Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,C_140,Oral Surgery Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,C_150,Neurosurgical Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,C_160,Plastic Surgery Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,C_300,General Internal Medicine Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,C_301,Gastroenterology Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,C_320,Cardiology Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,C_330,Dermatology Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,C_400,Neurology Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,C_410,Rheumatology Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,C_430,Elderly Medicine Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,C_502,Gynaecology Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,X02,Other - Medical Services,416,416,100.00%,3.5,8.5,0,2021,12,RTT_2021_DEC
Y59,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,X03,Other - Mental Health Services, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,X04,Other - Paediatric Services, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,X05,Other - Surgical Services, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y59,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,X06,Other - Other Services, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y60,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST,C_100,General Surgery Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y60,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST,C_101,Urology Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y60,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST,C_110,Trauma and Orthopaedic Service,74,73,98.60%,4,11.1,0,2021,12,RTT_2021_DEC
Y60,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST,C_120,Ear Nose and Throat Service,36,31,86.10%,8.2,19.4,0,2021,12,RTT_2021_DEC
Y60,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST,C_130,Ophthalmology Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y60,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST,C_140,Oral Surgery Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y60,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST,C_150,Neurosurgical Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y60,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST,C_160,Plastic Surgery Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y60,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST,C_170,Cardiothoracic Surgery Service, -   , -   ,,-,-,0,2021,12,RTT_2021_DEC
Y60,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST,C_300,General Internal Medicine Service,22,22,100.00%,3.8,10.8,0,2021,12,RTT_2021_DEC
